"Designator,""Footprint"",""Mid X"",""Mid Y"",""Ref X"",""Ref Y"",""Pad X"",""Pad Y"",""Layer"",""Rotation"",""Comment"""
"J1314,""PAD_6"",""99mm"",""162.354mm"",""99mm"",""162.354mm"",""99mm"",""162.354mm"",""T"",""90.00"",""PIN"""
"J1313,""PAD_6"",""98mm"",""153.694mm"",""98mm"",""153.694mm"",""98mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1312,""PAD_6"",""99mm"",""151.962mm"",""99mm"",""151.962mm"",""99mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1311,""PAD_6"",""98mm"",""146.765mm"",""98mm"",""146.765mm"",""98mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1310,""PAD_6"",""98mm"",""53.235mm"",""98mm"",""53.235mm"",""98mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1309,""PAD_6"",""99mm"",""48.038mm"",""99mm"",""48.038mm"",""99mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1308,""PAD_6"",""98mm"",""46.306mm"",""98mm"",""46.306mm"",""98mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1307,""PAD_6"",""99mm"",""41.11mm"",""99mm"",""41.11mm"",""99mm"",""41.11mm"",""T"",""90.00"",""PIN"""
"J1306,""PAD_6"",""97mm"",""155.426mm"",""97mm"",""155.426mm"",""97mm"",""155.426mm"",""T"",""90.00"",""PIN"""
"J1305,""PAD_6"",""96mm"",""153.694mm"",""96mm"",""153.694mm"",""96mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1304,""PAD_6"",""96mm"",""146.765mm"",""96mm"",""146.765mm"",""96mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1303,""PAD_6"",""96mm"",""46.306mm"",""96mm"",""46.306mm"",""96mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1302,""PAD_6"",""96mm"",""42.842mm"",""96mm"",""42.842mm"",""96mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1301,""PAD_6"",""97mm"",""41.11mm"",""97mm"",""41.11mm"",""97mm"",""41.11mm"",""T"",""90.00"",""PIN"""
"J1300,""PAD_6"",""97mm"",""37.646mm"",""97mm"",""37.646mm"",""97mm"",""37.646mm"",""T"",""90.00"",""PIN"""
"J1299,""PAD_6"",""95mm"",""162.354mm"",""95mm"",""162.354mm"",""95mm"",""162.354mm"",""T"",""90.00"",""PIN"""
"J1298,""PAD_6"",""95mm"",""155.426mm"",""95mm"",""155.426mm"",""95mm"",""155.426mm"",""T"",""90.00"",""PIN"""
"J1297,""PAD_6"",""94mm"",""153.694mm"",""94mm"",""153.694mm"",""94mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1296,""PAD_6"",""95mm"",""151.962mm"",""95mm"",""151.962mm"",""95mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1295,""PAD_6"",""94mm"",""150.229mm"",""94mm"",""150.229mm"",""94mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1292,""PAD_6"",""94mm"",""53.235mm"",""94mm"",""53.235mm"",""94mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1291,""PAD_6"",""94mm"",""49.771mm"",""94mm"",""49.771mm"",""94mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1290,""PAD_6"",""95mm"",""48.038mm"",""95mm"",""48.038mm"",""95mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1289,""PAD_6"",""94mm"",""46.306mm"",""94mm"",""46.306mm"",""94mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1288,""PAD_6"",""95mm"",""44.574mm"",""95mm"",""44.574mm"",""95mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1287,""PAD_6"",""94mm"",""42.842mm"",""94mm"",""42.842mm"",""94mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1286,""PAD_6"",""95mm"",""41.11mm"",""95mm"",""41.11mm"",""95mm"",""41.11mm"",""T"",""90.00"",""PIN"""
"J1285,""PAD_6"",""95mm"",""37.646mm"",""95mm"",""37.646mm"",""95mm"",""37.646mm"",""T"",""90.00"",""PIN"""
"J1284,""PAD_6"",""93mm"",""162.354mm"",""93mm"",""162.354mm"",""93mm"",""162.354mm"",""T"",""90.00"",""PIN"""
"J1283,""PAD_6"",""93mm"",""151.962mm"",""93mm"",""151.962mm"",""93mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1282,""PAD_6"",""92mm"",""150.229mm"",""92mm"",""150.229mm"",""92mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1281,""PAD_6"",""92mm"",""146.765mm"",""92mm"",""146.765mm"",""92mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1278,""PAD_6"",""92mm"",""53.235mm"",""92mm"",""53.235mm"",""92mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1277,""PAD_6"",""93mm"",""48.038mm"",""93mm"",""48.038mm"",""93mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1276,""PAD_6"",""93mm"",""44.574mm"",""93mm"",""44.574mm"",""93mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1275,""PAD_6"",""92mm"",""42.842mm"",""92mm"",""42.842mm"",""92mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1274,""PAD_6"",""92mm"",""39.378mm"",""92mm"",""39.378mm"",""92mm"",""39.378mm"",""T"",""90.00"",""PIN"""
"J1273,""PAD_6"",""93mm"",""37.646mm"",""93mm"",""37.646mm"",""93mm"",""37.646mm"",""T"",""90.00"",""PIN"""
"J1272,""PAD_6"",""91mm"",""162.354mm"",""91mm"",""162.354mm"",""91mm"",""162.354mm"",""T"",""90.00"",""PIN"""
"J1271,""PAD_6"",""90mm"",""160.622mm"",""90mm"",""160.622mm"",""90mm"",""160.622mm"",""T"",""90.00"",""PIN"""
"J1270,""PAD_6"",""91mm"",""158.89mm"",""91mm"",""158.89mm"",""91mm"",""158.89mm"",""T"",""90.00"",""PIN"""
"J1269,""PAD_6"",""91mm"",""155.426mm"",""91mm"",""155.426mm"",""91mm"",""155.426mm"",""T"",""90.00"",""PIN"""
"J1268,""PAD_6"",""90mm"",""150.229mm"",""90mm"",""150.229mm"",""90mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1267,""PAD_6"",""91mm"",""148.497mm"",""91mm"",""148.497mm"",""91mm"",""148.497mm"",""T"",""90.00"",""PIN"""
"J1266,""PAD_6"",""90mm"",""146.765mm"",""90mm"",""146.765mm"",""90mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1264,""PAD_6"",""91mm"",""48.038mm"",""91mm"",""48.038mm"",""91mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1263,""PAD_6"",""90mm"",""46.306mm"",""90mm"",""46.306mm"",""90mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1262,""PAD_6"",""91mm"",""44.574mm"",""91mm"",""44.574mm"",""91mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1261,""PAD_6"",""90mm"",""39.378mm"",""90mm"",""39.378mm"",""90mm"",""39.378mm"",""T"",""90.00"",""PIN"""
"J1260,""PAD_6"",""88mm"",""160.622mm"",""88mm"",""160.622mm"",""88mm"",""160.622mm"",""T"",""90.00"",""PIN"""
"J1259,""PAD_6"",""89mm"",""158.89mm"",""89mm"",""158.89mm"",""89mm"",""158.89mm"",""T"",""90.00"",""PIN"""
"J1258,""PAD_6"",""88mm"",""157.158mm"",""88mm"",""157.158mm"",""88mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1256,""PAD_6"",""88mm"",""49.771mm"",""88mm"",""49.771mm"",""88mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1255,""PAD_6"",""89mm"",""48.038mm"",""89mm"",""48.038mm"",""89mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1254,""PAD_6"",""88mm"",""42.842mm"",""88mm"",""42.842mm"",""88mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1253,""PAD_6"",""89mm"",""41.11mm"",""89mm"",""41.11mm"",""89mm"",""41.11mm"",""T"",""90.00"",""PIN"""
"J1252,""PAD_6"",""87mm"",""158.89mm"",""87mm"",""158.89mm"",""87mm"",""158.89mm"",""T"",""90.00"",""PIN"""
"J1251,""PAD_6"",""86mm"",""157.158mm"",""86mm"",""157.158mm"",""86mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1250,""PAD_6"",""87mm"",""151.962mm"",""87mm"",""151.962mm"",""87mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1249,""PAD_6"",""86mm"",""150.229mm"",""86mm"",""150.229mm"",""86mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1247,""PAD_6"",""87mm"",""54.967mm"",""87mm"",""54.967mm"",""87mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1246,""PAD_6"",""86mm"",""53.235mm"",""86mm"",""53.235mm"",""86mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1245,""PAD_6"",""87mm"",""51.503mm"",""87mm"",""51.503mm"",""87mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1244,""PAD_6"",""86mm"",""49.771mm"",""86mm"",""49.771mm"",""86mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1243,""PAD_6"",""87mm"",""48.038mm"",""87mm"",""48.038mm"",""87mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1242,""PAD_6"",""85mm"",""151.962mm"",""85mm"",""151.962mm"",""85mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1241,""PAD_6"",""84mm"",""146.765mm"",""84mm"",""146.765mm"",""84mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1239,""PAD_6"",""85mm"",""54.967mm"",""85mm"",""54.967mm"",""85mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1238,""PAD_6"",""84mm"",""53.235mm"",""84mm"",""53.235mm"",""84mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1237,""PAD_6"",""84mm"",""42.842mm"",""84mm"",""42.842mm"",""84mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1236,""PAD_6"",""84mm"",""39.378mm"",""84mm"",""39.378mm"",""84mm"",""39.378mm"",""T"",""90.00"",""PIN"""
"J1235,""PAD_6"",""82mm"",""157.158mm"",""82mm"",""157.158mm"",""82mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1234,""PAD_6"",""83mm"",""155.426mm"",""83mm"",""155.426mm"",""83mm"",""155.426mm"",""T"",""90.00"",""PIN"""
"J1233,""PAD_6"",""82mm"",""150.229mm"",""82mm"",""150.229mm"",""82mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1232,""PAD_6"",""83mm"",""148.497mm"",""83mm"",""148.497mm"",""83mm"",""148.497mm"",""T"",""90.00"",""PIN"""
"J1231,""PAD_6"",""82mm"",""146.765mm"",""82mm"",""146.765mm"",""82mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1230,""PAD_6"",""83mm"",""145.033mm"",""83mm"",""145.033mm"",""83mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1228,""PAD_6"",""83mm"",""54.967mm"",""83mm"",""54.967mm"",""83mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1227,""PAD_6"",""83mm"",""51.503mm"",""83mm"",""51.503mm"",""83mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1226,""PAD_6"",""83mm"",""48.038mm"",""83mm"",""48.038mm"",""83mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1225,""PAD_6"",""82mm"",""46.306mm"",""82mm"",""46.306mm"",""82mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1224,""PAD_6"",""82mm"",""42.842mm"",""82mm"",""42.842mm"",""82mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1223,""PAD_6"",""81mm"",""158.89mm"",""81mm"",""158.89mm"",""81mm"",""158.89mm"",""T"",""90.00"",""PIN"""
"J1222,""PAD_6"",""80mm"",""153.694mm"",""80mm"",""153.694mm"",""80mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1221,""PAD_6"",""81mm"",""151.962mm"",""81mm"",""151.962mm"",""81mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1220,""PAD_6"",""80mm"",""150.229mm"",""80mm"",""150.229mm"",""80mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1219,""PAD_6"",""81mm"",""145.033mm"",""81mm"",""145.033mm"",""81mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1218,""PAD_6"",""80mm"",""143.301mm"",""80mm"",""143.301mm"",""80mm"",""143.301mm"",""T"",""90.00"",""PIN"""
"J1214,""PAD_6"",""80mm"",""56.699mm"",""80mm"",""56.699mm"",""80mm"",""56.699mm"",""T"",""90.00"",""PIN"""
"J1213,""PAD_6"",""81mm"",""54.967mm"",""81mm"",""54.967mm"",""81mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1212,""PAD_6"",""80mm"",""53.235mm"",""80mm"",""53.235mm"",""80mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1211,""PAD_6"",""80mm"",""49.771mm"",""80mm"",""49.771mm"",""80mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1210,""PAD_6"",""81mm"",""44.574mm"",""81mm"",""44.574mm"",""81mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1209,""PAD_6"",""80mm"",""42.842mm"",""80mm"",""42.842mm"",""80mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1208,""PAD_6"",""79mm"",""158.89mm"",""79mm"",""158.89mm"",""79mm"",""158.89mm"",""T"",""90.00"",""PIN"""
"J1207,""PAD_6"",""78mm"",""157.158mm"",""78mm"",""157.158mm"",""78mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1206,""PAD_6"",""79mm"",""148.497mm"",""79mm"",""148.497mm"",""79mm"",""148.497mm"",""T"",""90.00"",""PIN"""
"J1205,""PAD_6"",""78mm"",""146.765mm"",""78mm"",""146.765mm"",""78mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1204,""PAD_6"",""79mm"",""145.033mm"",""79mm"",""145.033mm"",""79mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1202,""PAD_6"",""79mm"",""51.503mm"",""79mm"",""51.503mm"",""79mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1201,""PAD_6"",""78mm"",""49.771mm"",""78mm"",""49.771mm"",""78mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1200,""PAD_6"",""79mm"",""48.038mm"",""79mm"",""48.038mm"",""79mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1199,""PAD_6"",""78mm"",""46.306mm"",""78mm"",""46.306mm"",""78mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1198,""PAD_6"",""79mm"",""44.574mm"",""79mm"",""44.574mm"",""79mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1197,""PAD_6"",""78mm"",""42.842mm"",""78mm"",""42.842mm"",""78mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1196,""PAD_6"",""76mm"",""157.158mm"",""76mm"",""157.158mm"",""76mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1195,""PAD_6"",""76mm"",""146.765mm"",""76mm"",""146.765mm"",""76mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1194,""PAD_6"",""77mm"",""145.033mm"",""77mm"",""145.033mm"",""77mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1193,""PAD_6"",""76mm"",""143.301mm"",""76mm"",""143.301mm"",""76mm"",""143.301mm"",""T"",""90.00"",""PIN"""
"J1192,""PAD_6"",""76mm"",""56.699mm"",""76mm"",""56.699mm"",""76mm"",""56.699mm"",""T"",""90.00"",""PIN"""
"J1191,""PAD_6"",""77mm"",""54.967mm"",""77mm"",""54.967mm"",""77mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1190,""PAD_6"",""76mm"",""49.771mm"",""76mm"",""49.771mm"",""76mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1189,""PAD_6"",""76mm"",""46.306mm"",""76mm"",""46.306mm"",""76mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1188,""PAD_6"",""76mm"",""42.842mm"",""76mm"",""42.842mm"",""76mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1187,""PAD_6"",""74mm"",""157.158mm"",""74mm"",""157.158mm"",""74mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1186,""PAD_6"",""75mm"",""141.569mm"",""75mm"",""141.569mm"",""75mm"",""141.569mm"",""T"",""90.00"",""PIN"""
"J1184,""PAD_6"",""74mm"",""60.163mm"",""74mm"",""60.163mm"",""74mm"",""60.163mm"",""T"",""90.00"",""PIN"""
"J1183,""PAD_6"",""74mm"",""56.699mm"",""74mm"",""56.699mm"",""74mm"",""56.699mm"",""T"",""90.00"",""PIN"""
"J1182,""PAD_6"",""75mm"",""51.503mm"",""75mm"",""51.503mm"",""75mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1181,""PAD_6"",""74mm"",""42.842mm"",""74mm"",""42.842mm"",""74mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1180,""PAD_6"",""73mm"",""155.426mm"",""73mm"",""155.426mm"",""73mm"",""155.426mm"",""T"",""90.00"",""PIN"""
"J1179,""PAD_6"",""72mm"",""153.694mm"",""72mm"",""153.694mm"",""72mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1178,""PAD_6"",""73mm"",""151.962mm"",""73mm"",""151.962mm"",""73mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1177,""PAD_6"",""72mm"",""150.229mm"",""72mm"",""150.229mm"",""72mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1176,""PAD_6"",""72mm"",""146.765mm"",""72mm"",""146.765mm"",""72mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1175,""PAD_6"",""73mm"",""145.033mm"",""73mm"",""145.033mm"",""73mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1173,""PAD_6"",""73mm"",""61.895mm"",""73mm"",""61.895mm"",""73mm"",""61.895mm"",""T"",""90.00"",""PIN"""
"J1172,""PAD_6"",""73mm"",""58.431mm"",""73mm"",""58.431mm"",""73mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1171,""PAD_6"",""72mm"",""56.699mm"",""72mm"",""56.699mm"",""72mm"",""56.699mm"",""T"",""90.00"",""PIN"""
"J1170,""PAD_6"",""72mm"",""53.235mm"",""72mm"",""53.235mm"",""72mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1169,""PAD_6"",""73mm"",""51.503mm"",""73mm"",""51.503mm"",""73mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1168,""PAD_6"",""72mm"",""46.306mm"",""72mm"",""46.306mm"",""72mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1167,""PAD_6"",""70mm"",""153.694mm"",""70mm"",""153.694mm"",""70mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1166,""PAD_6"",""70mm"",""150.229mm"",""70mm"",""150.229mm"",""70mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1165,""PAD_6"",""70mm"",""146.765mm"",""70mm"",""146.765mm"",""70mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1164,""PAD_6"",""70mm"",""139.837mm"",""70mm"",""139.837mm"",""70mm"",""139.837mm"",""T"",""90.00"",""PIN"""
"J1163,""PAD_6"",""71mm"",""138.105mm"",""71mm"",""138.105mm"",""71mm"",""138.105mm"",""T"",""90.00"",""PIN"""
"J1162,""PAD_6"",""70mm"",""136.373mm"",""70mm"",""136.373mm"",""70mm"",""136.373mm"",""T"",""90.00"",""PIN"""
"J1161,""PAD_6"",""70mm"",""63.627mm"",""70mm"",""63.627mm"",""70mm"",""63.627mm"",""T"",""90.00"",""PIN"""
"J1160,""PAD_6"",""71mm"",""61.895mm"",""71mm"",""61.895mm"",""71mm"",""61.895mm"",""T"",""90.00"",""PIN"""
"J1159,""PAD_6"",""70mm"",""60.163mm"",""70mm"",""60.163mm"",""70mm"",""60.163mm"",""T"",""90.00"",""PIN"""
"J1158,""PAD_6"",""71mm"",""54.967mm"",""71mm"",""54.967mm"",""71mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1157,""PAD_6"",""71mm"",""51.503mm"",""71mm"",""51.503mm"",""71mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1156,""PAD_6"",""71mm"",""48.038mm"",""71mm"",""48.038mm"",""71mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1155,""PAD_6"",""71mm"",""44.574mm"",""71mm"",""44.574mm"",""71mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1154,""PAD_6"",""68mm"",""150.229mm"",""68mm"",""150.229mm"",""68mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1153,""PAD_6"",""69mm"",""148.497mm"",""69mm"",""148.497mm"",""69mm"",""148.497mm"",""T"",""90.00"",""PIN"""
"J1152,""PAD_6"",""68mm"",""146.765mm"",""68mm"",""146.765mm"",""68mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1151,""PAD_6"",""68mm"",""143.301mm"",""68mm"",""143.301mm"",""68mm"",""143.301mm"",""T"",""90.00"",""PIN"""
"J1150,""PAD_6"",""69mm"",""141.569mm"",""69mm"",""141.569mm"",""69mm"",""141.569mm"",""T"",""90.00"",""PIN"""
"J1149,""PAD_6"",""69mm"",""138.105mm"",""69mm"",""138.105mm"",""69mm"",""138.105mm"",""T"",""90.00"",""PIN"""
"J1148,""PAD_6"",""68mm"",""136.373mm"",""68mm"",""136.373mm"",""68mm"",""136.373mm"",""T"",""90.00"",""PIN"""
"J1147,""PAD_6"",""69mm"",""134.641mm"",""69mm"",""134.641mm"",""69mm"",""134.641mm"",""T"",""90.00"",""PIN"""
"J1146,""PAD_6"",""69mm"",""58.431mm"",""69mm"",""58.431mm"",""69mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1145,""PAD_6"",""68mm"",""56.699mm"",""68mm"",""56.699mm"",""68mm"",""56.699mm"",""T"",""90.00"",""PIN"""
"J1144,""PAD_6"",""68mm"",""53.235mm"",""68mm"",""53.235mm"",""68mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1143,""PAD_6"",""68mm"",""49.771mm"",""68mm"",""49.771mm"",""68mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1142,""PAD_6"",""69mm"",""48.038mm"",""69mm"",""48.038mm"",""69mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1141,""PAD_6"",""66mm"",""150.229mm"",""66mm"",""150.229mm"",""66mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1140,""PAD_6"",""67mm"",""148.497mm"",""67mm"",""148.497mm"",""67mm"",""148.497mm"",""T"",""90.00"",""PIN"""
"J1139,""PAD_6"",""67mm"",""145.033mm"",""67mm"",""145.033mm"",""67mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1138,""PAD_6"",""67mm"",""138.105mm"",""67mm"",""138.105mm"",""67mm"",""138.105mm"",""T"",""90.00"",""PIN"""
"J1137,""PAD_6"",""67mm"",""134.641mm"",""67mm"",""134.641mm"",""67mm"",""134.641mm"",""T"",""90.00"",""PIN"""
"J1136,""PAD_6"",""66mm"",""67.091mm"",""66mm"",""67.091mm"",""66mm"",""67.091mm"",""T"",""90.00"",""PIN"""
"J1135,""PAD_6"",""67mm"",""65.359mm"",""67mm"",""65.359mm"",""67mm"",""65.359mm"",""T"",""90.00"",""PIN"""
"J1134,""PAD_6"",""67mm"",""61.895mm"",""67mm"",""61.895mm"",""67mm"",""61.895mm"",""T"",""90.00"",""PIN"""
"J1133,""PAD_6"",""66mm"",""60.163mm"",""66mm"",""60.163mm"",""66mm"",""60.163mm"",""T"",""90.00"",""PIN"""
"J1132,""PAD_6"",""67mm"",""58.431mm"",""67mm"",""58.431mm"",""67mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1131,""PAD_6"",""67mm"",""54.967mm"",""67mm"",""54.967mm"",""67mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1130,""PAD_6"",""67mm"",""51.503mm"",""67mm"",""51.503mm"",""67mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1129,""PAD_6"",""66mm"",""49.771mm"",""66mm"",""49.771mm"",""66mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1128,""PAD_6"",""67mm"",""48.038mm"",""67mm"",""48.038mm"",""67mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1127,""PAD_6"",""65mm"",""151.962mm"",""65mm"",""151.962mm"",""65mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1126,""PAD_6"",""65mm"",""145.033mm"",""65mm"",""145.033mm"",""65mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1125,""PAD_6"",""65mm"",""141.569mm"",""65mm"",""141.569mm"",""65mm"",""141.569mm"",""T"",""90.00"",""PIN"""
"J1124,""PAD_6"",""64mm"",""139.837mm"",""64mm"",""139.837mm"",""64mm"",""139.837mm"",""T"",""90.00"",""PIN"""
"J1123,""PAD_6"",""64mm"",""136.373mm"",""64mm"",""136.373mm"",""64mm"",""136.373mm"",""T"",""90.00"",""PIN"""
"J1122,""PAD_6"",""64mm"",""132.909mm"",""64mm"",""132.909mm"",""64mm"",""132.909mm"",""T"",""90.00"",""PIN"""
"J1121,""PAD_6"",""65mm"",""131.177mm"",""65mm"",""131.177mm"",""65mm"",""131.177mm"",""T"",""90.00"",""PIN"""
"J1118,""PAD_6"",""64mm"",""63.627mm"",""64mm"",""63.627mm"",""64mm"",""63.627mm"",""T"",""90.00"",""PIN"""
"J1117,""PAD_6"",""65mm"",""58.431mm"",""65mm"",""58.431mm"",""65mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1116,""PAD_6"",""65mm"",""54.967mm"",""65mm"",""54.967mm"",""65mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1115,""PAD_6"",""65mm"",""51.503mm"",""65mm"",""51.503mm"",""65mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1114,""PAD_6"",""63mm"",""148.497mm"",""63mm"",""148.497mm"",""63mm"",""148.497mm"",""T"",""90.00"",""PIN"""
"J1113,""PAD_6"",""62mm"",""146.765mm"",""62mm"",""146.765mm"",""62mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1112,""PAD_6"",""63mm"",""141.569mm"",""63mm"",""141.569mm"",""63mm"",""141.569mm"",""T"",""90.00"",""PIN"""
"J1111,""PAD_6"",""63mm"",""138.105mm"",""63mm"",""138.105mm"",""63mm"",""138.105mm"",""T"",""90.00"",""PIN"""
"J1110,""PAD_6"",""62mm"",""132.909mm"",""62mm"",""132.909mm"",""62mm"",""132.909mm"",""T"",""90.00"",""PIN"""
"J1107,""PAD_6"",""62mm"",""67.091mm"",""62mm"",""67.091mm"",""62mm"",""67.091mm"",""T"",""90.00"",""PIN"""
"J1106,""PAD_6"",""63mm"",""65.359mm"",""63mm"",""65.359mm"",""63mm"",""65.359mm"",""T"",""90.00"",""PIN"""
"J1105,""PAD_6"",""62mm"",""56.699mm"",""62mm"",""56.699mm"",""62mm"",""56.699mm"",""T"",""90.00"",""PIN"""
"J1104,""PAD_6"",""63mm"",""51.503mm"",""63mm"",""51.503mm"",""63mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1103,""PAD_6"",""62mm"",""49.771mm"",""62mm"",""49.771mm"",""62mm"",""49.771mm"",""T"",""90.00"",""PIN"""
