"Designator,""Footprint"",""Mid X"",""Mid Y"",""Ref X"",""Ref Y"",""Pad X"",""Pad Y"",""Layer"",""Rotation"",""Comment"""
"J1552,""PAD_6"",""140mm"",""67.091mm"",""140mm"",""67.091mm"",""140mm"",""67.091mm"",""T"",""90.00"",""PIN"""
"J1551,""PAD_6"",""140mm"",""63.627mm"",""140mm"",""63.627mm"",""140mm"",""63.627mm"",""T"",""90.00"",""PIN"""
"J1550,""PAD_6"",""141mm"",""58.431mm"",""141mm"",""58.431mm"",""141mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1549,""PAD_6"",""140mm"",""53.235mm"",""140mm"",""53.235mm"",""140mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1548,""PAD_6"",""138mm"",""150.229mm"",""138mm"",""150.229mm"",""138mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1547,""PAD_6"",""139mm"",""145.033mm"",""139mm"",""145.033mm"",""139mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1546,""PAD_6"",""139mm"",""141.569mm"",""139mm"",""141.569mm"",""139mm"",""141.569mm"",""T"",""90.00"",""PIN"""
"J1545,""PAD_6"",""138mm"",""139.837mm"",""138mm"",""139.837mm"",""138mm"",""139.837mm"",""T"",""90.00"",""PIN"""
"J1544,""PAD_6"",""139mm"",""138.105mm"",""139mm"",""138.105mm"",""139mm"",""138.105mm"",""T"",""90.00"",""PIN"""
"J1543,""PAD_6"",""138mm"",""136.373mm"",""138mm"",""136.373mm"",""138mm"",""136.373mm"",""T"",""90.00"",""PIN"""
"J1542,""PAD_6"",""139mm"",""134.641mm"",""139mm"",""134.641mm"",""139mm"",""134.641mm"",""T"",""90.00"",""PIN"""
"J1541,""PAD_6"",""139mm"",""131.177mm"",""139mm"",""131.177mm"",""139mm"",""131.177mm"",""T"",""90.00"",""PIN"""
"J1538,""PAD_6"",""138mm"",""67.091mm"",""138mm"",""67.091mm"",""138mm"",""67.091mm"",""T"",""90.00"",""PIN"""
"J1537,""PAD_6"",""139mm"",""61.895mm"",""139mm"",""61.895mm"",""139mm"",""61.895mm"",""T"",""90.00"",""PIN"""
"J1536,""PAD_6"",""139mm"",""58.431mm"",""139mm"",""58.431mm"",""139mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1535,""PAD_6"",""139mm"",""54.967mm"",""139mm"",""54.967mm"",""139mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1534,""PAD_6"",""139mm"",""51.503mm"",""139mm"",""51.503mm"",""139mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1533,""PAD_6"",""136mm"",""146.765mm"",""136mm"",""146.765mm"",""136mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1532,""PAD_6"",""136mm"",""136.373mm"",""136mm"",""136.373mm"",""136mm"",""136.373mm"",""T"",""90.00"",""PIN"""
"J1530,""PAD_6"",""136mm"",""70.555mm"",""136mm"",""70.555mm"",""136mm"",""70.555mm"",""T"",""90.00"",""PIN"""
"J1529,""PAD_6"",""136mm"",""63.627mm"",""136mm"",""63.627mm"",""136mm"",""63.627mm"",""T"",""90.00"",""PIN"""
"J1528,""PAD_6"",""137mm"",""61.895mm"",""137mm"",""61.895mm"",""137mm"",""61.895mm"",""T"",""90.00"",""PIN"""
"J1527,""PAD_6"",""136mm"",""60.163mm"",""136mm"",""60.163mm"",""136mm"",""60.163mm"",""T"",""90.00"",""PIN"""
"J1526,""PAD_6"",""137mm"",""58.431mm"",""137mm"",""58.431mm"",""137mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1525,""PAD_6"",""137mm"",""54.967mm"",""137mm"",""54.967mm"",""137mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1524,""PAD_6"",""137mm"",""51.503mm"",""137mm"",""51.503mm"",""137mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1523,""PAD_6"",""134mm"",""150.229mm"",""134mm"",""150.229mm"",""134mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1522,""PAD_6"",""134mm"",""146.765mm"",""134mm"",""146.765mm"",""134mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1521,""PAD_6"",""135mm"",""145.033mm"",""135mm"",""145.033mm"",""135mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1520,""PAD_6"",""134mm"",""143.301mm"",""134mm"",""143.301mm"",""134mm"",""143.301mm"",""T"",""90.00"",""PIN"""
"J1519,""PAD_6"",""134mm"",""139.837mm"",""134mm"",""139.837mm"",""134mm"",""139.837mm"",""T"",""90.00"",""PIN"""
"J1518,""PAD_6"",""134mm"",""136.373mm"",""134mm"",""136.373mm"",""134mm"",""136.373mm"",""T"",""90.00"",""PIN"""
"J1517,""PAD_6"",""135mm"",""131.177mm"",""135mm"",""131.177mm"",""135mm"",""131.177mm"",""T"",""90.00"",""PIN"""
"J1516,""PAD_6"",""134mm"",""56.699mm"",""134mm"",""56.699mm"",""134mm"",""56.699mm"",""T"",""90.00"",""PIN"""
"J1515,""PAD_6"",""135mm"",""54.967mm"",""135mm"",""54.967mm"",""135mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1514,""PAD_6"",""134mm"",""53.235mm"",""134mm"",""53.235mm"",""134mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1513,""PAD_6"",""133mm"",""148.497mm"",""133mm"",""148.497mm"",""133mm"",""148.497mm"",""T"",""90.00"",""PIN"""
"J1512,""PAD_6"",""133mm"",""145.033mm"",""133mm"",""145.033mm"",""133mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1511,""PAD_6"",""132mm"",""143.301mm"",""132mm"",""143.301mm"",""132mm"",""143.301mm"",""T"",""90.00"",""PIN"""
"J1510,""PAD_6"",""132mm"",""139.837mm"",""132mm"",""139.837mm"",""132mm"",""139.837mm"",""T"",""90.00"",""PIN"""
"J1509,""PAD_6"",""133mm"",""138.105mm"",""133mm"",""138.105mm"",""133mm"",""138.105mm"",""T"",""90.00"",""PIN"""
"J1508,""PAD_6"",""132mm"",""136.373mm"",""132mm"",""136.373mm"",""132mm"",""136.373mm"",""T"",""90.00"",""PIN"""
"J1507,""PAD_6"",""133mm"",""134.641mm"",""133mm"",""134.641mm"",""133mm"",""134.641mm"",""T"",""90.00"",""PIN"""
"J1504,""PAD_6"",""133mm"",""61.895mm"",""133mm"",""61.895mm"",""133mm"",""61.895mm"",""T"",""90.00"",""PIN"""
"J1503,""PAD_6"",""133mm"",""58.431mm"",""133mm"",""58.431mm"",""133mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1502,""PAD_6"",""132mm"",""56.699mm"",""132mm"",""56.699mm"",""132mm"",""56.699mm"",""T"",""90.00"",""PIN"""
"J1501,""PAD_6"",""133mm"",""51.503mm"",""133mm"",""51.503mm"",""133mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1500,""PAD_6"",""132mm"",""49.771mm"",""132mm"",""49.771mm"",""132mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1499,""PAD_6"",""133mm"",""48.038mm"",""133mm"",""48.038mm"",""133mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1498,""PAD_6"",""131mm"",""151.962mm"",""131mm"",""151.962mm"",""131mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1497,""PAD_6"",""130mm"",""150.229mm"",""130mm"",""150.229mm"",""130mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1496,""PAD_6"",""131mm"",""148.497mm"",""131mm"",""148.497mm"",""131mm"",""148.497mm"",""T"",""90.00"",""PIN"""
"J1495,""PAD_6"",""130mm"",""143.301mm"",""130mm"",""143.301mm"",""130mm"",""143.301mm"",""T"",""90.00"",""PIN"""
"J1494,""PAD_6"",""131mm"",""141.569mm"",""131mm"",""141.569mm"",""131mm"",""141.569mm"",""T"",""90.00"",""PIN"""
"J1493,""PAD_6"",""131mm"",""134.641mm"",""131mm"",""134.641mm"",""131mm"",""134.641mm"",""T"",""90.00"",""PIN"""
"J1492,""PAD_6"",""131mm"",""65.359mm"",""131mm"",""65.359mm"",""131mm"",""65.359mm"",""T"",""90.00"",""PIN"""
"J1491,""PAD_6"",""131mm"",""61.895mm"",""131mm"",""61.895mm"",""131mm"",""61.895mm"",""T"",""90.00"",""PIN"""
"J1490,""PAD_6"",""130mm"",""60.163mm"",""130mm"",""60.163mm"",""130mm"",""60.163mm"",""T"",""90.00"",""PIN"""
"J1489,""PAD_6"",""130mm"",""56.699mm"",""130mm"",""56.699mm"",""130mm"",""56.699mm"",""T"",""90.00"",""PIN"""
"J1488,""PAD_6"",""131mm"",""51.503mm"",""131mm"",""51.503mm"",""131mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1487,""PAD_6"",""130mm"",""49.771mm"",""130mm"",""49.771mm"",""130mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1486,""PAD_6"",""129mm"",""155.426mm"",""129mm"",""155.426mm"",""129mm"",""155.426mm"",""T"",""90.00"",""PIN"""
"J1485,""PAD_6"",""128mm"",""153.694mm"",""128mm"",""153.694mm"",""128mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1484,""PAD_6"",""128mm"",""150.229mm"",""128mm"",""150.229mm"",""128mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1483,""PAD_6"",""128mm"",""146.765mm"",""128mm"",""146.765mm"",""128mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1482,""PAD_6"",""128mm"",""139.837mm"",""128mm"",""139.837mm"",""128mm"",""139.837mm"",""T"",""90.00"",""PIN"""
"J1478,""PAD_6"",""129mm"",""58.431mm"",""129mm"",""58.431mm"",""129mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1477,""PAD_6"",""129mm"",""51.503mm"",""129mm"",""51.503mm"",""129mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1476,""PAD_6"",""129mm"",""48.038mm"",""129mm"",""48.038mm"",""129mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1475,""PAD_6"",""128mm"",""46.306mm"",""128mm"",""46.306mm"",""128mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1474,""PAD_6"",""129mm"",""44.574mm"",""129mm"",""44.574mm"",""129mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1473,""PAD_6"",""126mm"",""157.158mm"",""126mm"",""157.158mm"",""126mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1472,""PAD_6"",""126mm"",""153.694mm"",""126mm"",""153.694mm"",""126mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1471,""PAD_6"",""126mm"",""146.765mm"",""126mm"",""146.765mm"",""126mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1470,""PAD_6"",""126mm"",""143.301mm"",""126mm"",""143.301mm"",""126mm"",""143.301mm"",""T"",""90.00"",""PIN"""
"J1469,""PAD_6"",""126mm"",""139.837mm"",""126mm"",""139.837mm"",""126mm"",""139.837mm"",""T"",""90.00"",""PIN"""
"J1468,""PAD_6"",""127mm"",""138.105mm"",""127mm"",""138.105mm"",""127mm"",""138.105mm"",""T"",""90.00"",""PIN"""
"J1466,""PAD_6"",""127mm"",""61.895mm"",""127mm"",""61.895mm"",""127mm"",""61.895mm"",""T"",""90.00"",""PIN"""
"J1465,""PAD_6"",""127mm"",""54.967mm"",""127mm"",""54.967mm"",""127mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1464,""PAD_6"",""126mm"",""49.771mm"",""126mm"",""49.771mm"",""126mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1463,""PAD_6"",""126mm"",""46.306mm"",""126mm"",""46.306mm"",""126mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1462,""PAD_6"",""127mm"",""44.574mm"",""127mm"",""44.574mm"",""127mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1461,""PAD_6"",""126mm"",""42.842mm"",""126mm"",""42.842mm"",""126mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1460,""PAD_6"",""124mm"",""157.158mm"",""124mm"",""157.158mm"",""124mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1459,""PAD_6"",""125mm"",""155.426mm"",""125mm"",""155.426mm"",""125mm"",""155.426mm"",""T"",""90.00"",""PIN"""
"J1458,""PAD_6"",""124mm"",""153.694mm"",""124mm"",""153.694mm"",""124mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1457,""PAD_6"",""124mm"",""143.301mm"",""124mm"",""143.301mm"",""124mm"",""143.301mm"",""T"",""90.00"",""PIN"""
"J1456,""PAD_6"",""125mm"",""141.569mm"",""125mm"",""141.569mm"",""125mm"",""141.569mm"",""T"",""90.00"",""PIN"""
"J1455,""PAD_6"",""124mm"",""139.837mm"",""124mm"",""139.837mm"",""124mm"",""139.837mm"",""T"",""90.00"",""PIN"""
"J1452,""PAD_6"",""124mm"",""60.163mm"",""124mm"",""60.163mm"",""124mm"",""60.163mm"",""T"",""90.00"",""PIN"""
"J1451,""PAD_6"",""125mm"",""58.431mm"",""125mm"",""58.431mm"",""125mm"",""58.431mm"",""T"",""90.00"",""PIN"""
"J1450,""PAD_6"",""124mm"",""53.235mm"",""124mm"",""53.235mm"",""124mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1449,""PAD_6"",""124mm"",""49.771mm"",""124mm"",""49.771mm"",""124mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1448,""PAD_6"",""124mm"",""46.306mm"",""124mm"",""46.306mm"",""124mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1447,""PAD_6"",""124mm"",""42.842mm"",""124mm"",""42.842mm"",""124mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1446,""PAD_6"",""122mm"",""157.158mm"",""122mm"",""157.158mm"",""122mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1445,""PAD_6"",""123mm"",""155.426mm"",""123mm"",""155.426mm"",""123mm"",""155.426mm"",""T"",""90.00"",""PIN"""
"J1444,""PAD_6"",""122mm"",""153.694mm"",""122mm"",""153.694mm"",""122mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1443,""PAD_6"",""123mm"",""151.962mm"",""123mm"",""151.962mm"",""123mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1442,""PAD_6"",""122mm"",""150.229mm"",""122mm"",""150.229mm"",""122mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1441,""PAD_6"",""123mm"",""148.497mm"",""123mm"",""148.497mm"",""123mm"",""148.497mm"",""T"",""90.00"",""PIN"""
"J1440,""PAD_6"",""122mm"",""143.301mm"",""122mm"",""143.301mm"",""122mm"",""143.301mm"",""T"",""90.00"",""PIN"""
"J1439,""PAD_6"",""122mm"",""56.699mm"",""122mm"",""56.699mm"",""122mm"",""56.699mm"",""T"",""90.00"",""PIN"""
"J1438,""PAD_6"",""123mm"",""54.967mm"",""123mm"",""54.967mm"",""123mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1437,""PAD_6"",""122mm"",""49.771mm"",""122mm"",""49.771mm"",""122mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1436,""PAD_6"",""123mm"",""48.038mm"",""123mm"",""48.038mm"",""123mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1435,""PAD_6"",""123mm"",""44.574mm"",""123mm"",""44.574mm"",""123mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1434,""PAD_6"",""120mm"",""153.694mm"",""120mm"",""153.694mm"",""120mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1433,""PAD_6"",""120mm"",""150.229mm"",""120mm"",""150.229mm"",""120mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1432,""PAD_6"",""120mm"",""146.765mm"",""120mm"",""146.765mm"",""120mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1431,""PAD_6"",""121mm"",""145.033mm"",""121mm"",""145.033mm"",""121mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1430,""PAD_6"",""120mm"",""143.301mm"",""120mm"",""143.301mm"",""120mm"",""143.301mm"",""T"",""90.00"",""PIN"""
"J1429,""PAD_6"",""121mm"",""141.569mm"",""121mm"",""141.569mm"",""121mm"",""141.569mm"",""T"",""90.00"",""PIN"""
"J1428,""PAD_6"",""120mm"",""46.306mm"",""120mm"",""46.306mm"",""120mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1427,""PAD_6"",""121mm"",""41.11mm"",""121mm"",""41.11mm"",""121mm"",""41.11mm"",""T"",""90.00"",""PIN"""
"J1426,""PAD_6"",""119mm"",""158.89mm"",""119mm"",""158.89mm"",""119mm"",""158.89mm"",""T"",""90.00"",""PIN"""
"J1425,""PAD_6"",""119mm"",""145.033mm"",""119mm"",""145.033mm"",""119mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1423,""PAD_6"",""119mm"",""54.967mm"",""119mm"",""54.967mm"",""119mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1422,""PAD_6"",""119mm"",""51.503mm"",""119mm"",""51.503mm"",""119mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1421,""PAD_6"",""119mm"",""48.038mm"",""119mm"",""48.038mm"",""119mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1420,""PAD_6"",""118mm"",""46.306mm"",""118mm"",""46.306mm"",""118mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1419,""PAD_6"",""119mm"",""44.574mm"",""119mm"",""44.574mm"",""119mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1418,""PAD_6"",""118mm"",""42.842mm"",""118mm"",""42.842mm"",""118mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1417,""PAD_6"",""117mm"",""158.89mm"",""117mm"",""158.89mm"",""117mm"",""158.89mm"",""T"",""90.00"",""PIN"""
"J1416,""PAD_6"",""117mm"",""155.426mm"",""117mm"",""155.426mm"",""117mm"",""155.426mm"",""T"",""90.00"",""PIN"""
"J1415,""PAD_6"",""116mm"",""153.694mm"",""116mm"",""153.694mm"",""116mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1414,""PAD_6"",""116mm"",""146.765mm"",""116mm"",""146.765mm"",""116mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1410,""PAD_6"",""117mm"",""54.967mm"",""117mm"",""54.967mm"",""117mm"",""54.967mm"",""T"",""90.00"",""PIN"""
"J1409,""PAD_6"",""116mm"",""53.235mm"",""116mm"",""53.235mm"",""116mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1408,""PAD_6"",""116mm"",""49.771mm"",""116mm"",""49.771mm"",""116mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1407,""PAD_6"",""117mm"",""41.11mm"",""117mm"",""41.11mm"",""117mm"",""41.11mm"",""T"",""90.00"",""PIN"""
"J1406,""PAD_6"",""114mm"",""160.622mm"",""114mm"",""160.622mm"",""114mm"",""160.622mm"",""T"",""90.00"",""PIN"""
"J1405,""PAD_6"",""115mm"",""155.426mm"",""115mm"",""155.426mm"",""115mm"",""155.426mm"",""T"",""90.00"",""PIN"""
"J1404,""PAD_6"",""114mm"",""153.694mm"",""114mm"",""153.694mm"",""114mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1403,""PAD_6"",""115mm"",""151.962mm"",""115mm"",""151.962mm"",""115mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1402,""PAD_6"",""114mm"",""146.765mm"",""114mm"",""146.765mm"",""114mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1401,""PAD_6"",""114mm"",""53.235mm"",""114mm"",""53.235mm"",""114mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1400,""PAD_6"",""115mm"",""51.503mm"",""115mm"",""51.503mm"",""115mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1399,""PAD_6"",""114mm"",""49.771mm"",""114mm"",""49.771mm"",""114mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1398,""PAD_6"",""115mm"",""48.038mm"",""115mm"",""48.038mm"",""115mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1397,""PAD_6"",""115mm"",""44.574mm"",""115mm"",""44.574mm"",""115mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1396,""PAD_6"",""114mm"",""42.842mm"",""114mm"",""42.842mm"",""114mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1395,""PAD_6"",""114mm"",""39.378mm"",""114mm"",""39.378mm"",""114mm"",""39.378mm"",""T"",""90.00"",""PIN"""
"J1394,""PAD_6"",""112mm"",""160.622mm"",""112mm"",""160.622mm"",""112mm"",""160.622mm"",""T"",""90.00"",""PIN"""
"J1393,""PAD_6"",""113mm"",""158.89mm"",""113mm"",""158.89mm"",""113mm"",""158.89mm"",""T"",""90.00"",""PIN"""
"J1392,""PAD_6"",""112mm"",""157.158mm"",""112mm"",""157.158mm"",""112mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1391,""PAD_6"",""113mm"",""155.426mm"",""113mm"",""155.426mm"",""113mm"",""155.426mm"",""T"",""90.00"",""PIN"""
"J1390,""PAD_6"",""112mm"",""153.694mm"",""112mm"",""153.694mm"",""112mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1389,""PAD_6"",""113mm"",""151.962mm"",""113mm"",""151.962mm"",""113mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1388,""PAD_6"",""113mm"",""148.497mm"",""113mm"",""148.497mm"",""113mm"",""148.497mm"",""T"",""90.00"",""PIN"""
"J1387,""PAD_6"",""112mm"",""146.765mm"",""112mm"",""146.765mm"",""112mm"",""146.765mm"",""T"",""90.00"",""PIN"""
"J1386,""PAD_6"",""113mm"",""145.033mm"",""113mm"",""145.033mm"",""113mm"",""145.033mm"",""T"",""90.00"",""PIN"""
"J1385,""PAD_6"",""113mm"",""51.503mm"",""113mm"",""51.503mm"",""113mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1384,""PAD_6"",""112mm"",""49.771mm"",""112mm"",""49.771mm"",""112mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1383,""PAD_6"",""113mm"",""48.038mm"",""113mm"",""48.038mm"",""113mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1382,""PAD_6"",""112mm"",""46.306mm"",""112mm"",""46.306mm"",""112mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1381,""PAD_6"",""113mm"",""44.574mm"",""113mm"",""44.574mm"",""113mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1380,""PAD_6"",""112mm"",""42.842mm"",""112mm"",""42.842mm"",""112mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1379,""PAD_6"",""113mm"",""41.11mm"",""113mm"",""41.11mm"",""113mm"",""41.11mm"",""T"",""90.00"",""PIN"""
"J1378,""PAD_6"",""112mm"",""39.378mm"",""112mm"",""39.378mm"",""112mm"",""39.378mm"",""T"",""90.00"",""PIN"""
"J1377,""PAD_6"",""110mm"",""160.622mm"",""110mm"",""160.622mm"",""110mm"",""160.622mm"",""T"",""90.00"",""PIN"""
"J1376,""PAD_6"",""111mm"",""158.89mm"",""111mm"",""158.89mm"",""111mm"",""158.89mm"",""T"",""90.00"",""PIN"""
"J1375,""PAD_6"",""110mm"",""157.158mm"",""110mm"",""157.158mm"",""110mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1374,""PAD_6"",""111mm"",""151.962mm"",""111mm"",""151.962mm"",""111mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1373,""PAD_6"",""110mm"",""150.229mm"",""110mm"",""150.229mm"",""110mm"",""150.229mm"",""T"",""90.00"",""PIN"""
"J1371,""PAD_6"",""110mm"",""53.235mm"",""110mm"",""53.235mm"",""110mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1370,""PAD_6"",""111mm"",""48.038mm"",""111mm"",""48.038mm"",""111mm"",""48.038mm"",""T"",""90.00"",""PIN"""
"J1369,""PAD_6"",""110mm"",""46.306mm"",""110mm"",""46.306mm"",""110mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1368,""PAD_6"",""110mm"",""42.842mm"",""110mm"",""42.842mm"",""110mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1367,""PAD_6"",""111mm"",""41.11mm"",""111mm"",""41.11mm"",""111mm"",""41.11mm"",""T"",""90.00"",""PIN"""
"J1366,""PAD_6"",""110mm"",""39.378mm"",""110mm"",""39.378mm"",""110mm"",""39.378mm"",""T"",""90.00"",""PIN"""
"J1365,""PAD_6"",""109mm"",""162.354mm"",""109mm"",""162.354mm"",""109mm"",""162.354mm"",""T"",""90.00"",""PIN"""
"J1364,""PAD_6"",""109mm"",""158.89mm"",""109mm"",""158.89mm"",""109mm"",""158.89mm"",""T"",""90.00"",""PIN"""
"J1363,""PAD_6"",""108mm"",""153.694mm"",""108mm"",""153.694mm"",""108mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1362,""PAD_6"",""109mm"",""151.962mm"",""109mm"",""151.962mm"",""109mm"",""151.962mm"",""T"",""90.00"",""PIN"""
"J1361,""PAD_6"",""109mm"",""148.497mm"",""109mm"",""148.497mm"",""109mm"",""148.497mm"",""T"",""90.00"",""PIN"""
"J1359,""PAD_6"",""108mm"",""53.235mm"",""108mm"",""53.235mm"",""108mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1358,""PAD_6"",""108mm"",""49.771mm"",""108mm"",""49.771mm"",""108mm"",""49.771mm"",""T"",""90.00"",""PIN"""
"J1357,""PAD_6"",""108mm"",""46.306mm"",""108mm"",""46.306mm"",""108mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1356,""PAD_6"",""109mm"",""44.574mm"",""109mm"",""44.574mm"",""109mm"",""44.574mm"",""T"",""90.00"",""PIN"""
"J1355,""PAD_6"",""108mm"",""42.842mm"",""108mm"",""42.842mm"",""108mm"",""42.842mm"",""T"",""90.00"",""PIN"""
"J1354,""PAD_6"",""109mm"",""37.646mm"",""109mm"",""37.646mm"",""109mm"",""37.646mm"",""T"",""90.00"",""PIN"""
"J1353,""PAD_6"",""106mm"",""160.622mm"",""106mm"",""160.622mm"",""106mm"",""160.622mm"",""T"",""90.00"",""PIN"""
"J1352,""PAD_6"",""106mm"",""157.158mm"",""106mm"",""157.158mm"",""106mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1350,""PAD_6"",""106mm"",""53.235mm"",""106mm"",""53.235mm"",""106mm"",""53.235mm"",""T"",""90.00"",""PIN"""
"J1349,""PAD_6"",""107mm"",""51.503mm"",""107mm"",""51.503mm"",""107mm"",""51.503mm"",""T"",""90.00"",""PIN"""
"J1348,""PAD_6"",""106mm"",""46.306mm"",""106mm"",""46.306mm"",""106mm"",""46.306mm"",""T"",""90.00"",""PIN"""
"J1347,""PAD_6"",""105mm"",""162.354mm"",""105mm"",""162.354mm"",""105mm"",""162.354mm"",""T"",""90.00"",""PIN"""
"J1346,""PAD_6"",""104mm"",""160.622mm"",""104mm"",""160.622mm"",""104mm"",""160.622mm"",""T"",""90.00"",""PIN"""
"J1345,""PAD_6"",""105mm"",""158.89mm"",""105mm"",""158.89mm"",""105mm"",""158.89mm"",""T"",""90.00"",""PIN"""
"J1344,""PAD_6"",""104mm"",""157.158mm"",""104mm"",""157.158mm"",""104mm"",""157.158mm"",""T"",""90.00"",""PIN"""
"J1343,""PAD_6"",""104mm"",""153.694mm"",""104mm"",""153.694mm"",""104mm"",""153.694mm"",""T"",""90.00"",""PIN"""
"J1342,""PAD_6"",""104mm"",""150.229mm"",""104mm"",""150.229mm"",""104mm"",""150.229mm"",""T"",""90.00"",""PIN"""
