       x [mm]         y [mm]         z [mm]     KxRe [A/m]     KyRe [A/m]     KzRe [A/m]     KxIm [A/m]     KyIm [A/m]     KzIm [A/m]    Area [mm^2]  
     -7.57576       -2.42424            -10              0              0              0              0              0              0       0.413223
      -6.9697       -1.21212            -10              0              0              0              0              0              0       0.413223
     -6.66667       -1.51515            -10              0              0              0              0              0              0       0.413223
     -6.06061       -0.30303            -10              0              0              0              0              0              0       0.413223
     -5.75758      -0.606061            -10              0              0              0              0              0              0       0.413223
     -5.15152       0.606061            -10              0              0              0              0              0              0       0.413223
     -4.84848        0.30303            -10              0              0              0              0              0              0       0.413223
     -4.24242        1.51515            -10              0              0              0              0              0              0       0.413223
     -3.93939        1.21212            -10              0              0              0              0              0              0       0.413223
     -3.33333        2.42424            -10              0              0              0              0              0              0       0.413223
      -3.0303        2.12121            -10              0              0              0              0              0              0       0.413223
     -2.42424        3.33333            -10              0              0              0              0              0              0       0.413223
     -2.12121         3.0303            -10              0              0              0              0              0              0       0.413223
     -1.51515        4.24242            -10              0              0              0              0              0              0       0.413223
     -1.21212        3.93939            -10              0              0              0              0              0              0       0.413223
     -0.30303        4.84848            -10              0              0              0              0              0              0       0.413223
    -0.606061        4.24242            -10              0              0              0              0              0              0       0.413223
     0.606061        4.84848            -10              0              0              0              0              0              0       0.413223
      0.30303        4.24242            -10              0              0              0              0              0              0       0.413223
      1.51515        4.84848            -10              0              0              0              0              0              0       0.413223
      1.21212        4.24242            -10              0              0              0              0              0              0       0.413223
      2.42424        4.84848            -10              0              0              0              0              0              0       0.413223
      2.12121        4.24242            -10              0              0              0              0              0              0       0.413223
      3.33333        4.84848            -10              0              0              0              0              0              0       0.413223
       3.0303        4.24242            -10              0              0              0              0              0              0       0.413223
      4.24242        4.84848            -10              0              0              0              0              0              0       0.413223
      3.93939        4.24242            -10              0              0              0              0              0              0       0.413223
      5.15152        4.84848            -10              0              0              0              0              0              0       0.413223
      4.84848        4.24242            -10              0              0              0              0              0              0       0.413223
      6.06061        4.84848            -10              0              0              0              0              0              0       0.413223
      5.75758        4.24242            -10              0              0              0              0              0              0       0.413223
       6.9697        4.84848            -10              0              0              0              0              0              0       0.413223
      6.66667        4.24242            -10              0              0              0              0              0              0       0.413223
      7.87879        4.84848            -10              0              0              0              0              0              0       0.413223
      7.57576        4.24242            -10              0              0              0              0              0              0       0.413223
      8.48485        5.15152            -10              0              0              0              0              0              0       0.413223
      8.78788        4.84848            -10              0              0              0              0              0              0       0.413223
      9.39394        6.06061            -10              0              0              0              0              0              0       0.413223
      9.69697        5.75758            -10              0              0              0              0              0              0       0.413223
           10         6.9697       -9.69697              0              0              0              0              0              0       0.413223
           10        6.66667       -9.39394              0              0              0              0              0              0       0.413223
           10        7.87879       -8.78788              0              0              0              0              0              0       0.413223
           10        7.57576       -8.48485              0              0              0              0              0              0       0.413223
           10        8.78788       -7.87879              0              0              0              0              0              0       0.413223
           10        8.48485       -7.57576              0              0              0              0              0              0       0.413223
           10        9.39394       -7.65152              0              0              0              0              0              0       0.413223
           10        9.69697       -7.14646              0              0              0              0              0              0       0.378788
      9.69697             10       -8.00505              0              0              0              0              0              0       0.378788
      9.39394             10       -7.65152              0              0              0              0              0              0       0.413223
      8.48485             10       -7.87879              0              0              0              0              0              0       0.413223
      8.78788             10       -7.57576              0              0              0              0              0              0       0.413223
      7.87879             10       -7.57576              0              0              0              0              0              0       0.413223
      7.57576             10        -6.9697              0              0              0              0              0              0       0.413223
       6.9697             10       -7.57576              0              0              0              0              0              0       0.413223
      6.66667             10        -6.9697              0              0              0              0              0              0       0.413223
      6.06061             10       -7.57576              0              0              0              0              0              0       0.413223
      5.75758             10        -6.9697              0              0              0              0              0              0       0.413223
      5.15152             10       -7.57576              0              0              0              0              0              0       0.413223
      4.84848             10        -6.9697              0              0              0              0              0              0       0.413223
      4.24242             10       -7.57576              0              0              0              0              0              0       0.413223
      3.93939             10        -6.9697              0              0              0              0              0              0       0.413223
      3.33333             10       -7.57576              0              0              0              0              0              0       0.413223
       3.0303             10        -6.9697              0              0              0              0              0              0       0.413223
      2.42424             10       -7.57576              0              0              0              0              0              0       0.413223
      2.12121             10        -6.9697              0              0              0              0              0              0       0.413223
      1.51515             10       -7.57576              0              0              0              0              0              0       0.413223
      1.21212             10        -6.9697              0              0              0              0              0              0       0.413223
     0.606061             10       -7.57576              0              0              0              0              0              0       0.413223
      0.30303             10        -6.9697              0              0              0              0              0              0       0.413223
     -0.30303             10       -7.57576              0              0              0              0              0              0       0.413223
    -0.606061             10        -6.9697              0              0              0              0              0              0       0.413223
     -1.21212             10       -7.57576              0              0              0              0              0              0       0.413223
     -1.51515             10        -6.9697              0              0              0              0              0              0       0.413223
     -2.12121             10       -7.57576              0              0              0              0              0              0       0.413223
     -2.42424             10        -6.9697              0              0              0              0              0              0       0.413223
      -3.0303             10       -7.57576              0              0              0              0              0              0       0.413223
     -3.33333             10        -6.9697              0              0              0              0              0              0       0.413223
     -3.93939             10       -7.57576              0              0              0              0              0              0       0.413223
     -4.24242             10        -6.9697              0              0              0              0              0              0       0.413223
     -4.84848             10       -7.57576              0              0              0              0              0              0       0.413223
     -5.15152             10        -6.9697              0              0              0              0              0              0       0.413223
     -5.75758             10       -7.57576              0              0              0              0              0              0       0.413223
     -6.06061             10        -6.9697              0              0              0              0              0              0       0.413223
     -6.66667             10       -7.57576              0              0              0              0              0              0       0.413223
      -6.9697             10        -6.9697              0              0              0              0              0              0       0.413223
     -7.57576             10       -7.57576              0              0              0              0              0              0       0.413223
     -7.87879             10        -6.9697              0              0              0              0              0              0       0.413223
     -8.48485             10       -7.57576              0              0              0              0              0              0       0.413223
     -8.78788             10        -6.9697              0              0              0              0              0              0       0.413223
     -9.69697             10       -7.14646              0              0              0              0              0              0       0.378788
     -9.39394             10       -6.76768              0              0              0              0              0              0       0.413223
          -10        9.69697       -7.14646              0              0              0              0              0              0       0.378788
          -10        9.39394       -6.76768              0              0              0              0              0              0       0.413223
          -10        8.78788       -7.57576              0              0              0              0              0              0       0.413223
          -10        8.48485        -6.9697              0              0              0              0              0              0       0.413223
          -10        7.87879       -7.57576              0              0              0              0              0              0       0.413223
          -10        7.57576        -6.9697              0              0              0              0              0              0       0.413223
          -10         6.9697       -7.57576              0              0              0              0              0              0       0.413223
          -10        6.66667        -6.9697              0              0              0              0              0              0       0.413223
          -10        6.06061       -7.57576              0              0              0              0              0              0       0.413223
          -10        5.75758        -6.9697              0              0              0              0              0              0       0.413223
          -10        5.15152       -7.57576              0              0              0              0              0              0       0.413223
          -10        4.84848        -6.9697              0              0              0              0              0              0       0.413223
          -10        4.24242       -7.57576              0              0              0              0              0              0       0.413223
          -10        3.93939        -6.9697              0              0              0              0              0              0       0.413223
          -10        3.33333       -7.57576              0              0              0              0              0              0       0.413223
          -10         3.0303        -6.9697              0              0              0              0              0              0       0.413223
          -10        2.42424       -7.57576              0              0              0              0              0              0       0.413223
          -10        2.12121        -6.9697              0              0              0              0              0              0       0.413223
          -10        1.51515       -7.57576              0              0              0              0              0              0       0.413223
          -10        1.21212        -6.9697              0              0              0              0              0              0       0.413223
          -10       0.606061       -7.57576              0              0              0              0              0              0       0.413223
          -10        0.30303        -6.9697              0              0              0              0              0              0       0.413223
          -10       -0.30303       -7.57576              0              0              0              0              0              0       0.413223
          -10      -0.606061        -6.9697              0              0              0              0              0              0       0.413223
          -10       -1.21212       -7.57576              0              0              0              0              0              0       0.413223
          -10       -1.51515        -6.9697              0              0              0              0              0              0       0.413223
          -10       -2.12121       -7.57576              0              0              0              0              0              0       0.413223
          -10       -2.42424        -6.9697              0              0              0              0              0              0       0.413223
          -10       -2.42424       -7.87879              0              0              0              0              0              0       0.413223
          -10        -3.0303       -7.57576              0              0              0              0              0              0       0.413223
          -10       -2.42424       -8.78788              0              0              0              0              0              0       0.413223
          -10        -3.0303       -8.48485              0              0              0              0              0              0       0.413223
          -10       -2.42424       -9.69697              0              0              0              0              0              0       0.413223
          -10        -3.0303       -9.39394              0              0              0              0              0              0       0.413223
     -9.69697       -2.12121            -10              0              0              0              0              0              0       0.413223
     -9.39394       -2.42424            -10              0              0              0              0              0              0       0.413223
     -8.78788       -1.21212            -10              0              0              0              0              0              0       0.413223
     -8.48485       -1.51515            -10              0              0              0              0              0              0       0.413223
     -7.87879       -0.30303            -10              0              0              0              0              0              0       0.413223
     -7.57576      -0.606061            -10              0              0              0              0              0              0       0.413223
      -6.9697       0.606061            -10              0              0              0              0              0              0       0.413223
     -6.66667        0.30303            -10              0              0              0              0              0              0       0.413223
     -6.06061        1.51515            -10              0              0              0              0              0              0       0.413223
     -5.75758        1.21212            -10              0              0              0              0              0              0       0.413223
     -5.15152        2.42424            -10              0              0              0              0              0              0       0.413223
     -4.84848        2.12121            -10              0              0              0              0              0              0       0.413223
     -4.24242        3.33333            -10              0              0              0              0              0              0       0.413223
     -3.93939         3.0303            -10              0              0              0              0              0              0       0.413223
     -3.33333        4.24242            -10              0              0              0              0              0              0       0.413223
      -3.0303        3.93939            -10              0              0              0              0              0              0       0.413223
     -2.42424        5.15152            -10              0              0              0              0              0              0       0.413223
     -2.12121        4.84848            -10              0              0              0              0              0              0       0.413223
     -1.51515        6.06061            -10              0              0              0              0              0              0       0.413223
     -1.21212        5.75758            -10              0              0              0              0              0              0       0.413223
     -0.30303        6.66667            -10              0              0              0              0              0              0       0.413223
    -0.606061        6.06061            -10              0              0              0              0              0              0       0.413223
     0.606061        6.66667            -10              0              0              0              0              0              0       0.413223
      0.30303        6.06061            -10              0              0              0              0              0              0       0.413223
      1.51515        6.66667            -10              0              0              0              0              0              0       0.413223
      1.21212        6.06061            -10              0              0              0              0              0              0       0.413223
      2.42424        6.66667            -10              0              0              0              0              0              0       0.413223
      2.12121        6.06061            -10              0              0              0              0              0              0       0.413223
      3.33333        6.66667            -10              0              0              0              0              0              0       0.413223
       3.0303        6.06061            -10              0              0              0              0              0              0       0.413223
      4.24242        6.66667            -10              0              0              0              0              0              0       0.413223
      3.93939        6.06061            -10              0              0              0              0              0              0       0.413223
      5.15152        6.66667            -10              0              0              0              0              0              0       0.413223
      4.84848        6.06061            -10              0              0              0              0              0              0       0.413223
      6.06061        6.66667            -10              0              0              0              0              0              0       0.413223
      5.75758        6.06061            -10              0              0              0              0              0              0       0.413223
       6.9697        6.66667            -10              0              0              0              0              0              0       0.413223
      6.66667        6.06061            -10              0              0              0              0              0              0       0.413223
      7.87879        6.66667            -10              0              0              0              0              0              0       0.413223
      7.57576        6.06061            -10              0              0              0              0              0              0       0.413223
      8.48485         6.9697            -10              0              0              0              0              0              0       0.413223
      8.78788        6.66667            -10              0              0              0              0              0              0       0.413223
      9.39394        7.87879            -10              0              0              0              0              0              0       0.413223
      9.69697        7.57576            -10              0              0              0              0              0              0       0.413223
           10        8.78788       -9.69697              0              0              0              0              0              0       0.413223
           10        8.48485       -9.39394              0              0              0              0              0              0       0.413223
           10        9.39394       -9.41919              0              0              0              0              0              0       0.413223
           10        9.69697       -8.86364              0              0              0              0              0              0       0.378788
      9.69697             10       -9.72222              0              0              0              0              0              0       0.378788
      9.39394             10       -9.41919              0              0              0              0              0              0       0.413223
      8.48485             10       -9.69697              0              0              0              0              0              0       0.413223
      8.78788             10       -9.39394              0              0              0              0              0              0       0.413223
      7.87879             10       -9.39394              0              0              0              0              0              0       0.413223
      7.57576             10       -8.78788              0              0              0              0              0              0       0.413223
       6.9697             10       -9.39394              0              0              0              0              0              0       0.413223
      6.66667             10       -8.78788              0              0              0              0              0              0       0.413223
      6.06061             10       -9.39394              0              0              0              0              0              0       0.413223
      5.75758             10       -8.78788              0              0              0              0              0              0       0.413223
      5.15152             10       -9.39394              0              0              0              0              0              0       0.413223
      4.84848             10       -8.78788              0              0              0              0              0              0       0.413223
      4.24242             10       -9.39394              0              0              0              0              0              0       0.413223
      3.93939             10       -8.78788              0              0              0              0              0              0       0.413223
      3.33333             10       -9.39394              0              0              0              0              0              0       0.413223
       3.0303             10       -8.78788              0              0              0              0              0              0       0.413223
      2.42424             10       -9.39394              0              0              0              0              0              0       0.413223
      2.12121             10       -8.78788              0              0              0              0              0              0       0.413223
      1.51515             10       -9.39394              0              0              0              0              0              0       0.413223
      1.21212             10       -8.78788              0              0              0              0              0              0       0.413223
     0.606061             10       -9.39394              0              0              0              0              0              0       0.413223
      0.30303             10       -8.78788              0              0              0              0              0              0       0.413223
     -0.30303             10       -9.39394              0              0              0              0              0              0       0.413223
    -0.606061             10       -8.78788              0              0              0              0              0              0       0.413223
     -1.21212             10       -9.39394              0              0              0              0              0              0       0.413223
     -1.51515             10       -8.78788              0              0              0              0              0              0       0.413223
     -2.12121             10       -9.39394              0              0              0              0              0              0       0.413223
     -2.42424             10       -8.78788              0              0              0              0              0              0       0.413223
      -3.0303             10       -9.39394              0              0              0              0              0              0       0.413223
     -3.33333             10       -8.78788              0              0              0              0              0              0       0.413223
     -3.93939             10       -9.39394              0              0              0              0              0              0       0.413223
     -4.24242             10       -8.78788              0              0              0              0              0              0       0.413223
     -4.84848             10       -9.39394              0              0              0              0              0              0       0.413223
     -5.15152             10       -8.78788              0              0              0              0              0              0       0.413223
     -5.75758             10       -9.39394              0              0              0              0              0              0       0.413223
     -6.06061             10       -8.78788              0              0              0              0              0              0       0.413223
     -6.66667             10       -9.39394              0              0              0              0              0              0       0.413223
      -6.9697             10       -8.78788              0              0              0              0              0              0       0.413223
     -7.57576             10       -9.39394              0              0              0              0              0              0       0.413223
     -7.87879             10       -8.78788              0              0              0              0              0              0       0.413223
     -8.48485             10       -9.39394              0              0              0              0              0              0       0.413223
     -8.78788             10       -8.78788              0              0              0              0              0              0       0.413223
     -9.69697             10       -8.86364              0              0              0              0              0              0       0.378788
     -9.39394             10       -8.53535              0              0              0              0              0              0       0.413223
          -10        9.69697       -8.86364              0              0              0              0              0              0       0.378788
          -10        9.39394       -8.53535              0              0              0              0              0              0       0.413223
          -10        8.78788       -9.39394              0              0              0              0              0              0       0.413223
          -10        8.48485       -8.78788              0              0              0              0              0              0       0.413223
          -10        7.87879       -9.39394              0              0              0              0              0              0       0.413223
          -10        7.57576       -8.78788              0              0              0              0              0              0       0.413223
          -10         6.9697       -9.39394              0              0              0              0              0              0       0.413223
          -10        6.66667       -8.78788              0              0              0              0              0              0       0.413223
          -10        6.06061       -9.39394              0              0              0              0              0              0       0.413223
          -10        5.75758       -8.78788              0              0              0              0              0              0       0.413223
          -10        5.15152       -9.39394              0              0              0              0              0              0       0.413223
          -10        4.84848       -8.78788              0              0              0              0              0              0       0.413223
          -10        4.24242       -9.39394              0              0              0              0              0              0       0.413223
          -10        3.93939       -8.78788              0              0              0              0              0              0       0.413223
          -10        3.33333       -9.39394              0              0              0              0              0              0       0.413223
          -10         3.0303       -8.78788              0              0              0              0              0              0       0.413223
          -10        2.42424       -9.39394              0              0              0              0              0              0       0.413223
          -10        2.12121       -8.78788              0              0              0              0              0              0       0.413223
          -10        1.51515       -9.39394              0              0              0              0              0              0       0.413223
          -10        1.21212       -8.78788              0              0              0              0              0              0       0.413223
          -10       0.606061       -9.39394              0              0              0              0              0              0       0.413223
          -10        0.30303       -8.78788              0              0              0              0              0              0       0.413223
          -10       -0.30303       -9.39394              0              0              0              0              0              0       0.413223
          -10      -0.606061       -8.78788              0              0              0              0              0              0       0.413223
          -10      -0.606061       -9.69697              0              0              0              0              0              0       0.413223
          -10       -1.21212       -9.39394              0              0              0              0              0              0       0.413223
     -9.69697       -0.30303            -10              0              0              0              0              0              0       0.413223
     -9.39394      -0.606061            -10              0              0              0              0              0              0       0.413223
     -8.78788       0.606061            -10              0              0              0              0              0              0       0.413223
     -8.48485        0.30303            -10              0              0              0              0              0              0       0.413223
     -7.87879        1.51515            -10              0              0              0              0              0              0       0.413223
     -7.57576        1.21212            -10              0              0              0              0              0              0       0.413223
      -6.9697        2.42424            -10              0              0              0              0              0              0       0.413223
     -6.66667        2.12121            -10              0              0              0              0              0              0       0.413223
     -6.06061        3.33333            -10              0              0              0              0              0              0       0.413223
     -5.75758         3.0303            -10              0              0              0              0              0              0       0.413223
     -5.15152        4.24242            -10              0              0              0              0              0              0       0.413223
     -4.84848        3.93939            -10              0              0              0              0              0              0       0.413223
     -4.24242        5.15152            -10              0              0              0              0              0              0       0.413223
     -3.93939        4.84848            -10              0              0              0              0              0              0       0.413223
     -3.33333        6.06061            -10              0              0              0              0              0              0       0.413223
      -3.0303        5.75758            -10              0              0              0              0              0              0       0.413223
     -2.42424         6.9697            -10              0              0              0              0              0              0       0.413223
     -2.12121        6.66667            -10              0              0              0              0              0              0       0.413223
     -1.51515        7.87879            -10              0              0              0              0              0              0       0.413223
     -1.21212        7.57576            -10              0              0              0              0              0              0       0.413223
     -0.30303        8.48485            -10              0              0              0              0              0              0       0.413223
    -0.606061        7.87879            -10              0              0              0              0              0              0       0.413223
     0.606061        8.48485            -10              0              0              0              0              0              0       0.413223
      0.30303        7.87879            -10              0              0              0              0              0              0       0.413223
      1.51515        8.48485            -10              0              0              0              0              0              0       0.413223
      1.21212        7.87879            -10              0              0              0              0              0              0       0.413223
      2.42424        8.48485            -10              0              0              0              0              0              0       0.413223
      2.12121        7.87879            -10              0              0              0              0              0              0       0.413223
      3.33333        8.48485            -10              0              0              0              0              0              0       0.413223
       3.0303        7.87879            -10              0              0              0              0              0              0       0.413223
      4.24242        8.48485            -10              0              0              0              0              0              0       0.413223
      3.93939        7.87879            -10              0              0              0              0              0              0       0.413223
      5.15152        8.48485            -10              0              0              0              0              0              0       0.413223
      4.84848        7.87879            -10              0              0              0              0              0              0       0.413223
      6.06061        8.48485            -10              0              0              0              0              0              0       0.413223
      5.75758        7.87879            -10              0              0              0              0              0              0       0.413223
      6.66667        7.87879            -10              0              0              0              0              0              0       0.413223
       6.9697        8.48485            -10              0              0              0              0              0              0       0.413223
      7.57576        8.78788            -10              0              0              0              0              0              0       0.413223
      6.66667        8.78788            -10              0              0              0              0              0              0       0.413223
       6.9697        9.39394            -10              0              0              0              0              0              0       0.413223
      5.75758        8.78788            -10              0              0              0              0              0              0       0.413223
      6.06061        9.39394            -10              0              0              0              0              0              0       0.413223
      4.84848        8.78788            -10              0              0              0              0              0              0       0.413223
      5.15152        9.39394            -10              0              0              0              0              0              0       0.413223
      3.93939        8.78788            -10              0              0              0              0              0              0       0.413223
      4.24242        9.39394            -10              0              0              0              0              0              0       0.413223
       3.0303        8.78788            -10              0              0              0              0              0              0       0.413223
      3.33333        9.39394            -10              0              0              0              0              0              0       0.413223
      2.12121        8.78788            -10              0              0              0              0              0              0       0.413223
      2.42424        9.39394            -10              0              0              0              0              0              0       0.413223
      1.21212        8.78788            -10              0              0              0              0              0              0       0.413223
      1.51515        9.39394            -10              0              0              0              0              0              0       0.413223
      0.30303        8.78788            -10              0              0              0              0              0              0       0.413223
     0.606061        9.39394            -10              0              0              0              0              0              0       0.413223
    -0.606061        8.78788            -10              0              0              0              0              0              0       0.413223
     -0.30303        9.39394            -10              0              0              0              0              0              0       0.413223
     -1.51515        8.78788            -10              0              0              0              0              0              0       0.413223
     -1.21212        9.39394            -10              0              0              0              0              0              0       0.413223
     -2.42424        8.78788            -10              0              0              0              0              0              0       0.413223
