       x [mm]         y [mm]         z [mm]     KxRe [A/m]     KyRe [A/m]     KzRe [A/m]     KxIm [A/m]     KyIm [A/m]     KzIm [A/m]    Area [mm^2]  
      8.78788        7.87879              0              0              0              0              0              0              0       0.413223
      7.57576        8.48485              0              0              0              0              0              0              0       0.413223
      7.87879        7.87879              0              0              0              0              0              0              0       0.413223
      6.66667        8.48485              0              0              0              0              0              0              0       0.413223
       6.9697        7.87879              0              0              0              0              0              0              0       0.413223
      5.75758        8.48485              0              0              0              0              0              0              0       0.413223
      6.06061        7.87879              0              0              0              0              0              0              0       0.413223
      4.84848        8.48485              0              0              0              0              0              0              0       0.413223
      5.15152        7.87879              0              0              0              0              0              0              0       0.413223
      3.93939        8.48485              0              0              0              0              0              0              0       0.413223
      4.24242        7.87879              0              0              0              0              0              0              0       0.413223
       3.0303        8.48485              0              0              0              0              0              0              0       0.413223
      3.33333        7.87879              0              0              0              0              0              0              0       0.413223
      2.12121        8.48485              0              0              0              0              0              0              0       0.413223
      2.42424        7.87879              0              0              0              0              0              0              0       0.413223
      1.21212        8.48485              0              0              0              0              0              0              0       0.413223
      1.51515        7.87879              0              0              0              0              0              0              0       0.413223
      0.30303        8.48485              0              0              0              0              0              0              0       0.413223
     0.606061        7.87879              0              0              0              0              0              0              0       0.413223
    -0.606061        8.48485              0              0              0              0              0              0              0       0.413223
     -0.30303        7.87879              0              0              0              0              0              0              0       0.413223
     -1.51515        8.48485              0              0              0              0              0              0              0       0.413223
     -1.21212        7.87879              0              0              0              0              0              0              0       0.413223
     -2.42424        8.48485              0              0              0              0              0              0              0       0.413223
     -2.12121        7.87879              0              0              0              0              0              0              0       0.413223
     -3.33333        8.48485              0              0              0              0              0              0              0       0.413223
      -3.0303        7.87879              0              0              0              0              0              0              0       0.413223
     -4.24242        8.48485              0              0              0              0              0              0              0       0.413223
     -3.93939        7.87879              0              0              0              0              0              0              0       0.413223
     -5.15152        8.48485              0              0              0              0              0              0              0       0.413223
     -4.84848        7.87879              0              0              0              0              0              0              0       0.413223
     -6.06061        8.48485              0              0              0              0              0              0              0       0.413223
     -5.75758        7.87879              0              0              0              0              0              0              0       0.413223
      -6.9697        8.48485              0              0              0              0              0              0              0       0.413223
     -6.66667        7.87879              0              0              0              0              0              0              0       0.413223
     -7.87879        8.48485              0              0              0              0              0              0              0       0.413223
     -7.57576        7.87879              0              0              0              0              0              0              0       0.413223
     -8.48485        7.87879              0              0              0              0              0              0              0       0.413223
     -7.87879        7.57576              0              0              0              0              0              0              0       0.413223
     -8.48485         6.9697              0              0              0              0              0              0              0       0.413223
     -7.87879        6.66667              0              0              0              0              0              0              0       0.413223
     -8.48485        6.06061              0              0              0              0              0              0              0       0.413223
     -7.87879        5.75758              0              0              0              0              0              0              0       0.413223
     -8.48485        5.15152              0              0              0              0              0              0              0       0.413223
     -7.87879        4.84848              0              0              0              0              0              0              0       0.413223
     -8.48485        4.24242              0              0              0              0              0              0              0       0.413223
     -7.87879        3.93939              0              0              0              0              0              0              0       0.413223
     -8.48485        3.33333              0              0              0              0              0              0              0       0.413223
     -7.87879         3.0303              0              0              0              0              0              0              0       0.413223
     -8.48485        2.42424              0              0              0              0              0              0              0       0.413223
     -7.87879        2.12121              0              0              0              0              0              0              0       0.413223
     -8.48485        1.51515              0              0              0              0              0              0              0       0.413223
     -7.87879        1.21212              0              0              0              0              0              0              0       0.413223
     -8.48485       0.606061              0              0              0              0              0              0              0       0.413223
     -7.87879        0.30303              0              0              0              0              0              0              0       0.413223
     -8.48485       -0.30303              0              0              0              0              0              0              0       0.413223
     -7.87879      -0.606061              0              0              0              0              0              0              0       0.413223
     -8.48485       -1.21212              0              0              0              0              0              0              0       0.413223
     -7.87879       -1.51515              0              0              0              0              0              0              0       0.413223
     -8.48485       -2.12121              0              0              0              0              0              0              0       0.413223
     -7.87879       -2.42424              0              0              0              0              0              0              0       0.413223
     -8.48485        -3.0303              0              0              0              0              0              0              0       0.413223
     -7.87879       -3.33333              0              0              0              0              0              0              0       0.413223
     -8.48485       -3.93939              0              0              0              0              0              0              0       0.413223
     -7.87879       -4.24242              0              0              0              0              0              0              0       0.413223
     -8.48485       -4.84848              0              0              0              0              0              0              0       0.413223
     -7.87879       -5.15152              0              0              0              0              0              0              0       0.413223
     -8.48485       -5.75758              0              0              0              0              0              0              0       0.413223
     -7.87879       -6.06061              0              0              0              0              0              0              0       0.413223
     -8.48485       -6.66667              0              0              0              0              0              0              0       0.413223
     -7.87879        -6.9697              0              0              0              0              0              0              0       0.413223
     -8.48485       -7.57576              0              0              0              0              0              0              0       0.413223
     -7.87879       -7.87879              0              0              0              0              0              0              0       0.413223
     -8.48485       -8.48485              0              0              0              0              0              0              0       0.413223
     -7.87879       -8.78788              0              0              0              0              0              0              0       0.413223
     -8.48485       -9.39394              0              0              0              0              0              0              0       0.413223
     -7.87879       -9.69697              0              0              0              0              0              0              0       0.413223
     -8.48485            -10      -0.606061              0              0              0              0              0              0       0.413223
     -7.87879            -10       -0.30303              0              0              0              0              0              0       0.413223
     -8.48485            -10       -1.51515              0              0              0              0              0              0       0.413223
     -7.87879            -10       -1.21212              0              0              0              0              0              0       0.413223
     -8.48485            -10       -2.42424              0              0              0              0              0              0       0.413223
     -7.87879            -10       -2.12121              0              0              0              0              0              0       0.413223
     -8.48485            -10       -3.33333              0              0              0              0              0              0       0.413223
     -7.87879            -10        -3.0303              0              0              0              0              0              0       0.413223
     -8.48485            -10       -4.24242              0              0              0              0              0              0       0.413223
     -7.87879            -10       -3.93939              0              0              0              0              0              0       0.413223
     -8.48485            -10       -5.15152              0              0              0              0              0              0       0.413223
     -7.87879            -10       -4.84848              0              0              0              0              0              0       0.413223
     -8.48485            -10       -6.06061              0              0              0              0              0              0       0.413223
     -7.87879            -10       -5.75758              0              0              0              0              0              0       0.413223
     -8.48485            -10        -6.9697              0              0              0              0              0              0       0.413223
     -7.87879            -10       -6.66667              0              0              0              0              0              0       0.413223
     -8.48485            -10       -7.87879              0              0              0              0              0              0       0.413223
     -7.87879            -10       -7.57576              0              0              0              0              0              0       0.413223
     -8.48485            -10       -8.78788              0              0              0              0              0              0       0.413223
     -7.87879            -10       -8.48485              0              0              0              0              0              0       0.413223
     -8.48485            -10       -9.69697              0              0              0              0              0              0       0.413223
     -7.87879            -10       -9.39394              0              0              0              0              0              0       0.413223
     -7.87879       -9.39394            -10              0              0              0              0              0              0       0.413223
     -7.57576       -9.69697            -10              0              0              0              0              0              0       0.413223
      -6.9697       -8.48485            -10              0              0              0              0              0              0       0.413223
     -6.66667       -8.78788            -10              0              0              0              0              0              0       0.413223
     -6.06061       -7.57576            -10              0              0              0              0              0              0       0.413223
     -5.75758       -7.87879            -10              0              0              0              0              0              0       0.413223
     -5.15152       -6.66667            -10              0              0              0              0              0              0       0.413223
     -4.84848        -6.9697            -10              0              0              0              0              0              0       0.413223
     -4.24242       -5.75758            -10              0              0              0              0              0              0       0.413223
     -3.93939       -6.06061            -10              0              0              0              0              0              0       0.413223
     -3.33333       -4.84848            -10              0              0              0              0              0              0       0.413223
      -3.0303       -5.15152            -10              0              0              0              0              0              0       0.413223
     -2.42424       -3.93939            -10              0              0              0              0              0              0       0.413223
     -2.12121       -4.24242            -10              0              0              0              0              0              0       0.413223
     -1.51515        -3.0303            -10              0              0              0              0              0              0       0.413223
     -1.21212       -3.33333            -10              0              0              0              0              0              0       0.413223
     -0.30303       -2.42424            -10              0              0              0              0              0              0       0.413223
    -0.606061        -3.0303            -10              0              0              0              0              0              0       0.413223
     0.606061       -2.42424            -10              0              0              0              0              0              0       0.413223
      0.30303        -3.0303            -10              0              0              0              0              0              0       0.413223
      1.51515       -2.42424            -10              0              0              0              0              0              0       0.413223
      1.21212        -3.0303            -10              0              0              0              0              0              0       0.413223
      2.42424       -2.42424            -10              0              0              0              0              0              0       0.413223
      2.12121        -3.0303            -10              0              0              0              0              0              0       0.413223
      3.33333       -2.42424            -10              0              0              0              0              0              0       0.413223
       3.0303        -3.0303            -10              0              0              0              0              0              0       0.413223
      4.24242       -2.42424            -10              0              0              0              0              0              0       0.413223
      3.93939        -3.0303            -10              0              0              0              0              0              0       0.413223
      5.15152       -2.42424            -10              0              0              0              0              0              0       0.413223
      4.84848        -3.0303            -10              0              0              0              0              0              0       0.413223
      6.06061       -2.42424            -10              0              0              0              0              0              0       0.413223
      5.75758        -3.0303            -10              0              0              0              0              0              0       0.413223
       6.9697       -2.42424            -10              0              0              0              0              0              0       0.413223
      6.66667        -3.0303            -10              0              0              0              0              0              0       0.413223
      7.87879       -2.42424            -10              0              0              0              0              0              0       0.413223
      7.57576        -3.0303            -10              0              0              0              0              0              0       0.413223
      8.48485       -2.12121            -10              0              0              0              0              0              0       0.413223
      8.78788       -2.42424            -10              0              0              0              0              0              0       0.413223
      9.39394       -1.21212            -10              0              0              0              0              0              0       0.413223
      9.69697       -1.51515            -10              0              0              0              0              0              0       0.413223
           10       -0.30303       -9.69697              0              0              0              0              0              0       0.413223
           10      -0.606061       -9.39394              0              0              0              0              0              0       0.413223
           10       0.606061       -8.78788              0              0              0              0              0              0       0.413223
           10        0.30303       -8.48485              0              0              0              0              0              0       0.413223
           10        1.51515       -7.87879              0              0              0              0              0              0       0.413223
           10        1.21212       -7.57576              0              0              0              0              0              0       0.413223
           10        2.42424        -6.9697              0              0              0              0              0              0       0.413223
           10        2.12121       -6.66667              0              0              0              0              0              0       0.413223
           10        3.33333       -6.06061              0              0              0              0              0              0       0.413223
           10         3.0303       -5.75758              0              0              0              0              0              0       0.413223
           10        4.24242       -5.15152              0              0              0              0              0              0       0.413223
           10        3.93939       -4.84848              0              0              0              0              0              0       0.413223
           10        5.15152       -4.24242              0              0              0              0              0              0       0.413223
           10        4.84848       -3.93939              0              0              0              0              0              0       0.413223
           10        6.06061       -3.33333              0              0              0              0              0              0       0.413223
           10        5.75758        -3.0303              0              0              0              0              0              0       0.413223
           10         6.9697       -2.42424              0              0              0              0              0              0       0.413223
           10        6.66667       -2.12121              0              0              0              0              0              0       0.413223
           10        7.87879       -1.51515              0              0              0              0              0              0       0.413223
           10        7.57576       -1.21212              0              0              0              0              0              0       0.413223
           10        8.78788      -0.606061              0              0              0              0              0              0       0.413223
           10        8.48485       -0.30303              0              0              0              0              0              0       0.413223
      9.39394        9.39394              0              0              0              0              0              0              0       0.413223
      9.69697        9.69697              0              0              0              0              0              0              0       0.413223
           10        9.69697      -0.277778              0              0              0              0              0              0       0.378788
      9.69697             10      -0.277778              0              0              0              0              0              0       0.378788
      9.69697             10       -1.13636              0              0              0              0              0              0       0.378788
      9.39394             10      -0.580808              0              0              0              0              0              0       0.413223
      8.48485             10      -0.606061              0              0              0              0              0              0       0.413223
      8.78788             10       -0.30303              0              0              0              0              0              0       0.413223
      7.87879             10       -0.30303              0              0              0              0              0              0       0.413223
      7.87879        9.69697              0              0              0              0              0              0              0       0.413223
       6.9697             10       -0.30303              0              0              0              0              0              0       0.413223
       6.9697        9.69697              0              0              0              0              0              0              0       0.413223
      6.06061             10       -0.30303              0              0              0              0              0              0       0.413223
      6.06061        9.69697              0              0              0              0              0              0              0       0.413223
      5.15152             10       -0.30303              0              0              0              0              0              0       0.413223
      5.15152        9.69697              0              0              0              0              0              0              0       0.413223
      4.24242             10       -0.30303              0              0              0              0              0              0       0.413223
      4.24242        9.69697              0              0              0              0              0              0              0       0.413223
      3.33333             10       -0.30303              0              0              0              0              0              0       0.413223
      3.33333        9.69697              0              0              0              0              0              0              0       0.413223
      2.42424             10       -0.30303              0              0              0              0              0              0       0.413223
      2.42424        9.69697              0              0              0              0              0              0              0       0.413223
      1.51515             10       -0.30303              0              0              0              0              0              0       0.413223
      1.51515        9.69697              0              0              0              0              0              0              0       0.413223
     0.606061             10       -0.30303              0              0              0              0              0              0       0.413223
     0.606061        9.69697              0              0              0              0              0              0              0       0.413223
     -0.30303             10       -0.30303              0              0              0              0              0              0       0.413223
     -0.30303        9.69697              0              0              0              0              0              0              0       0.413223
     -1.21212             10       -0.30303              0              0              0              0              0              0       0.413223
     -1.21212        9.69697              0              0              0              0              0              0              0       0.413223
     -2.12121             10       -0.30303              0              0              0              0              0              0       0.413223
     -2.12121        9.69697              0              0              0              0              0              0              0       0.413223
      -3.0303             10       -0.30303              0              0              0              0              0              0       0.413223
      -3.0303        9.69697              0              0              0              0              0              0              0       0.413223
     -3.93939             10       -0.30303              0              0              0              0              0              0       0.413223
     -3.93939        9.69697              0              0              0              0              0              0              0       0.413223
     -4.84848             10       -0.30303              0              0              0              0              0              0       0.413223
     -4.84848        9.69697              0              0              0              0              0              0              0       0.413223
     -5.75758             10       -0.30303              0              0              0              0              0              0       0.413223
     -5.75758        9.69697              0              0              0              0              0              0              0       0.413223
     -6.66667             10       -0.30303              0              0              0              0              0              0       0.413223
     -6.66667        9.69697              0              0              0              0              0              0              0       0.413223
     -7.57576             10       -0.30303              0              0              0              0              0              0       0.413223
     -7.57576        9.69697              0              0              0              0              0              0              0       0.413223
     -8.48485             10       -0.30303              0              0              0              0              0              0       0.413223
     -8.48485        9.69697              0              0              0              0              0              0              0       0.413223
     -9.69697             10      -0.277778              0              0              0              0              0              0       0.378788
     -9.39394        9.69697              0              0              0              0              0              0              0       0.413223
          -10        9.69697      -0.277778              0              0              0              0              0              0       0.378788
     -9.69697        9.39394              0              0              0              0              0              0              0       0.413223
          -10        8.78788       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697        8.48485              0              0              0              0              0              0              0       0.413223
          -10        7.87879       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697        7.57576              0              0              0              0              0              0              0       0.413223
          -10         6.9697       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697        6.66667              0              0              0              0              0              0              0       0.413223
          -10        6.06061       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697        5.75758              0              0              0              0              0              0              0       0.413223
          -10        5.15152       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697        4.84848              0              0              0              0              0              0              0       0.413223
          -10        4.24242       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697        3.93939              0              0              0              0              0              0              0       0.413223
          -10        3.33333       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697         3.0303              0              0              0              0              0              0              0       0.413223
          -10        2.42424       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697        2.12121              0              0              0              0              0              0              0       0.413223
          -10        1.51515       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697        1.21212              0              0              0              0              0              0              0       0.413223
          -10       0.606061       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697        0.30303              0              0              0              0              0              0              0       0.413223
          -10       -0.30303       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697      -0.606061              0              0              0              0              0              0              0       0.413223
          -10       -1.21212       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697       -1.51515              0              0              0              0              0              0              0       0.413223
          -10       -2.12121       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697       -2.42424              0              0              0              0              0              0              0       0.413223
          -10        -3.0303       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697       -3.33333              0              0              0              0              0              0              0       0.413223
          -10       -3.93939       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697       -4.24242              0              0              0              0              0              0              0       0.413223
          -10       -4.84848       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697       -5.15152              0              0              0              0              0              0              0       0.413223
          -10       -5.75758       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697       -6.06061              0              0              0              0              0              0              0       0.413223
          -10       -6.66667       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697        -6.9697              0              0              0              0              0              0              0       0.413223
          -10       -7.57576       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697       -7.87879              0              0              0              0              0              0              0       0.413223
          -10       -8.48485       -0.30303              0              0              0              0              0              0       0.413223
     -9.69697       -8.78788              0              0              0              0              0              0              0       0.413223
     -9.69697       -9.69697              0              0              0              0              0              0              0       0.413223
          -10       -9.69697      -0.277778              0              0              0              0              0              0       0.378788
     -9.69697            -10      -0.277778              0              0              0              0              0              0       0.378788
          -10       -9.69697       -1.13636              0              0              0              0              0              0       0.378788
     -9.69697            -10       -1.13636              0              0              0              0              0              0       0.378788
          -10       -9.69697       -1.99495              0              0              0              0              0              0       0.378788
     -9.69697            -10       -1.99495              0              0              0              0              0              0       0.378788
          -10       -9.69697       -2.85354              0              0              0              0              0              0       0.378788
     -9.69697            -10       -2.85354              0              0              0              0              0              0       0.378788
          -10       -9.69697       -3.71212              0              0              0              0              0              0       0.378788
     -9.69697            -10       -3.71212              0              0              0              0              0              0       0.378788
          -10       -9.69697       -4.57071              0              0              0              0              0              0       0.378788
     -9.69697            -10       -4.57071              0              0              0              0              0              0       0.378788
          -10       -9.69697       -5.42929              0              0              0              0              0              0       0.378788
     -9.69697            -10       -5.42929              0              0              0              0              0              0       0.378788
          -10       -9.69697       -6.28788              0              0              0              0              0              0       0.378788
     -9.69697            -10       -6.28788              0              0              0              0              0              0       0.378788
          -10       -9.69697       -7.14646              0              0              0              0              0              0       0.378788
     -9.69697            -10       -7.14646              0              0              0              0              0              0       0.378788
          -10       -9.69697       -8.00505              0              0              0              0              0              0       0.378788
     -9.69697            -10       -8.00505              0              0              0              0              0              0       0.378788
          -10       -9.69697       -8.86364              0              0              0              0              0              0       0.378788
     -9.69697            -10       -8.86364              0              0              0              0              0              0       0.378788
          -10       -9.69697       -9.72222              0              0              0              0              0              0       0.378788
     -9.69697            -10       -9.72222              0              0              0              0              0              0       0.378788
     -9.69697       -9.39394            -10              0              0              0              0              0              0       0.413223
     -9.39394       -9.69697            -10              0              0              0              0              0              0       0.413223
     -8.78788       -8.48485            -10              0              0              0              0              0              0       0.413223
     -8.48485       -8.78788            -10              0              0              0              0              0              0       0.413223
     -7.87879       -7.57576            -10              0              0              0              0              0              0       0.413223
     -7.57576       -7.87879            -10              0              0              0              0              0              0       0.413223
      -6.9697       -6.66667            -10              0              0              0              0              0              0       0.413223
     -6.66667        -6.9697            -10              0              0              0              0              0              0       0.413223
     -6.06061       -5.75758            -10              0              0              0              0              0              0       0.413223
     -5.75758       -6.06061            -10              0              0              0              0              0              0       0.413223
     -5.15152       -4.84848            -10              0              0              0              0              0              0       0.413223
     -4.84848       -5.15152            -10              0              0              0              0              0              0       0.413223
     -4.24242       -3.93939            -10              0              0              0              0              0              0       0.413223
     -3.93939       -4.24242            -10              0              0              0              0              0              0       0.413223
     -3.33333        -3.0303            -10              0              0              0              0              0              0       0.413223
      -3.0303       -3.33333            -10              0              0              0              0              0              0       0.413223
     -2.42424       -2.12121            -10              0              0              0              0              0              0       0.413223
     -2.12121       -2.42424            -10              0              0              0              0              0              0       0.413223
     -1.51515       -1.21212            -10              0              0              0              0              0              0       0.413223
     -1.21212       -1.51515            -10              0              0              0              0              0              0       0.413223
     -0.30303      -0.606061            -10              0              0              0              0              0              0       0.413223
    -0.606061       -1.21212            -10              0              0              0              0              0              0       0.413223
     0.606061      -0.606061            -10              0              0              0              0              0              0       0.413223
      0.30303       -1.21212            -10              0              0              0              0              0              0       0.413223
      1.51515      -0.606061            -10              0              0              0              0              0              0       0.413223
      1.21212       -1.21212            -10              0              0              0              0              0              0       0.413223
      2.42424      -0.606061            -10              0              0              0              0              0              0       0.413223
